A1,A2,A3,A4,A5,A6,A7,A8,A9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09601832276250882,0.0,0.0,0.0,0.09601832276250882,0.0,0.09601832276250882,0.0,0.09601832276250882
0.10917502102798428,0.0,0.0,0.0,0.10917502102798428,0.0,0.10917502102798428,0.0,0.10917502102798428
0.11616540498761055,0.0,0.004063515878969743,0.0,0.11616540498761055,0.004063515878969743,0.1202289208665803,0.0,0.1202289208665803
0.13048716724635706,0.0,0.0004546591193252859,0.0,0.13048716724635706,0.0004546591193252859,0.13094182636568233,0.0,0.13094182636568233
0.0,0.1178135442951647,0.0,0.0,0.1178135442951647,0.0,0.0,0.1178135442951647,0.1178135442951647
0.0,0.12116665530018869,0.0,0.00153447452772284,0.12116665530018869,0.00153447452772284,0.0,0.12270112982791154,0.12270112982791154
0.0,0.11409102275568893,0.0,0.0016765555025119918,0.11409102275568893,0.0016765555025119918,0.0,0.11576757825820093,0.11576757825820093
0.0,0.12579849507831503,0.0,0.0,0.12579849507831503,0.0,0.0,0.12579849507831503,0.12579849507831503
0.0,0.0,0.13929618768328447,0.0,0.0,0.13929618768328447,0.13929618768328447,0.0,0.13929618768328447
0.0,0.0,0.1507479142512901,0.0,0.0,0.1507479142512901,0.1507479142512901,0.0,0.1507479142512901
0.0,0.0,0.1687069494646389,0.0,0.0,0.1687069494646389,0.1687069494646389,0.0,0.1687069494646389
0.0,0.0,0.1106810793607493,0.0,0.0,0.1106810793607493,0.1106810793607493,0.0,0.1106810793607493
0.0,0.0,0.14066016504126033,0.0,0.0,0.14066016504126033,0.14066016504126033,0.0,0.14066016504126033
0.0,0.0,0.14142740230512174,0.0,0.0,0.14142740230512174,0.14142740230512174,0.0,0.14142740230512174
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.14142740230512174,0.0,0.0,0.14142740230512174,0.14142740230512174,0.0,0.14142740230512174
0.0,0.0,0.14085907840596515,0.0,0.0,0.14085907840596515,0.14085907840596515,0.0,0.14085907840596515
0.0,0.0,0.11065266316579146,0.0,0.0,0.11065266316579146,0.11065266316579146,0.0,0.11065266316579146
0.0,0.0,0.16546750323944623,0.0032110300302348317,0.0,0.16867853326968107,0.16546750323944623,0.0032110300302348317,0.16867853326968107
0.0,0.0,0.15103207620086842,0.0,0.0,0.15103207620086842,0.15103207620086842,0.0,0.15103207620086842
0.0,0.0,0.13972243060765194,0.0,0.0,0.13972243060765194,0.13972243060765194,0.0,0.13972243060765194
0.0,0.12582691127327286,0.0,0.0,0.12582691127327286,0.0,0.0,0.12582691127327286,0.12582691127327286
0.0,0.11369319602627931,0.0,0.001847052672258974,0.11369319602627931,0.001847052672258974,0.0,0.11554024869853828,0.11554024869853828
0.0,0.1217349791993453,0.0,0.0011082316033553844,0.1217349791993453,0.0011082316033553844,0.0,0.12284321080270069,0.12284321080270069
0.0,0.11750096615062858,0.0,0.0,0.11750096615062858,0.0,0.0,0.11750096615062858,0.11750096615062858
0.124633431085044,0.0,0.006535724840300985,0.0,0.124633431085044,0.006535724840300985,0.13116915592534498,0.0,0.13116915592534498
0.11309645593216487,0.0,0.007075632544499762,0.0,0.11309645593216487,0.007075632544499762,0.12017208847666463,0.0,0.12017208847666463
0.10886244288344814,0.0,0.0,0.0,0.10886244288344814,0.0,0.10886244288344814,0.0,0.10886244288344814
0.09573416081293051,0.0,0.0,0.0,0.09573416081293051,0.0,0.09573416081293051,0.0,0.09573416081293051
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09584782559276184,0.0,0.0,0.0,0.09584782559276184,0.0,0.09584782559276184,0.0,0.09584782559276184
0.10906135624815295,0.0,0.0,0.0,0.10906135624815295,0.0,0.10906135624815295,0.0,0.10906135624815295
0.11369319602627931,0.0,0.0064504762554274935,0.0,0.11369319602627931,0.0064504762554274935,0.1201436722817068,0.0,0.1201436722817068
0.12841278501443543,0.0,0.0026711223260360547,0.0,0.12841278501443543,0.0026711223260360547,0.13108390734047148,0.0,0.13108390734047148
0.0,0.11744413376071292,0.0,0.0,0.11744413376071292,0.0,0.0,0.11744413376071292,0.11744413376071292
0.0,0.12113823910523086,0.0,0.0017049716974698221,0.12113823910523086,0.0017049716974698221,0.0,0.12284321080270069,0.12284321080270069
0.0,0.11383527700106846,0.0,0.001847052672258974,0.11383527700106846,0.001847052672258974,0.0,0.11568232967332744,0.11568232967332744
0.0,0.12571324649344157,0.0,0.0,0.12571324649344157,0.0,0.0,0.12571324649344157,0.12571324649344157
0.0,0.0,0.13943826865807363,0.0,0.0,0.13943826865807363,0.13943826865807363,0.0,0.13943826865807363
0.0,0.0,0.15069108186137445,0.0,0.0,0.15069108186137445,0.15069108186137445,0.0,0.15069108186137445
