A1,A2,A3,A4,A5,A6,A7,A8,A9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0003653412896547525,0.0009742434390793399,0.008849377904970672,0.0003653412896547525,0.009823621344050012,0.0009742434390793399,0.009214719194625423,0.010188962633704763
0.0,0.0,0.000730682579309505,0.0012178042988491749,0.0,0.0019484868781586798,0.000730682579309505,0.0012178042988491749,0.0019484868781586798
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0008524630091944225,0.0023138281678134324,0.0,0.003166291177007855,0.0008524630091944225,0.0023138281678134324,0.003166291177007855
0.0,0.0,0.005886054111104345,0.006535549737157239,0.0,0.012421603848261584,0.005886054111104345,0.006535549737157239,0.012421603848261584
0.0,0.0,0.009823621344050012,0.0017455194950171508,0.0,0.011569140839067162,0.009823621344050012,0.0017455194950171508,0.011569140839067162
0.0,0.0,0.013071099474314478,0.0,0.0,0.013071099474314478,0.013071099474314478,0.0,0.013071099474314478
0.0,0.0,0.008687003998457447,0.004911810672025006,0.0,0.013598814670482453,0.008687003998457447,0.004911810672025006,0.013598814670482453
0.0,0.0,0.005520712821449593,0.004708843288883476,0.0,0.01022955611033307,0.005520712821449593,0.004708843288883476,0.01022955611033307
0.0,0.0,0.0015019586352473158,0.0,0.0,0.0015019586352473158,0.0015019586352473158,0.0,0.0015019586352473158
0.0,0.0,0.0007712760559378108,0.0,0.0,0.0007712760559378108,0.0007712760559378108,0.0,0.0007712760559378108
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0003653412896547525,0.0,0.0,0.0003653412896547525,0.0003653412896547525,0.0,0.0003653412896547525
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0003653412896547525,0.0,0.0003653412896547525,0.0,0.0003653412896547525,0.0003653412896547525
0.0,0.0,0.00048712171953966995,0.0012178042988491749,0.0,0.001704926018388845,0.00048712171953966995,0.0012178042988491749,0.001704926018388845
0.0,0.0,0.006494956260528933,0.002192047737928515,0.0,0.008687003998457447,0.006494956260528933,0.002192047737928515,0.008687003998457447
0.0,0.0,0.008159288802289472,0.001420771681990704,0.0,0.009580060484280176,0.008159288802289472,0.001420771681990704,0.009580060484280176
0.0,0.0,0.009377093101138647,0.0008118695325661166,0.0,0.010188962633704763,0.009377093101138647,0.0008118695325661166,0.010188962633704763
0.0,0.0,0.0047494367655117825,0.002882136840609714,0.0,0.007631573606121496,0.0047494367655117825,0.002882136840609714,0.007631573606121496
0.0,0.0,0.0037751933264324423,0.003044510747122937,0.0,0.00681970407355538,0.0037751933264324423,0.003044510747122937,0.00681970407355538
0.0,0.0,0.0011366173455925632,0.0010554303923359517,0.0,0.002192047737928515,0.0011366173455925632,0.0010554303923359517,0.002192047737928515
